title,location,price_final_pen,bedroom,bathroom,area,year_contruction,maintenance_num,housing_type,operation_type
Apartamento en alquiler en Ur. Los Jazmines,"Ur. Los Jazmines, Santiago de Surco, Lima, Lima ",2400.0,3 dormitorios,3 baños,170 m²,2022,280.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San German Etapa I,"Ur. San German Etapa I, San Martín de Porres, Lima, Lima ",900.0,1 dormitorio,1 baño,35 m²,1998,1.0,Apartamento,Alquiler
Apartamento en alquiler en Urb Haras Tyber,"Urb Haras Tyber, Provincia de Lima, Provincia de Lima ",1300.0,1 dormitorio,1 baño,15 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Miraflores, Lima, Lima ",8970.0,3 dormitorios,4 baños,355 m²,2018,1.0,Apartamento,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",3621.0,3 dormitorios,4 baños,132 m²,2015,380.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ",1800.0,2 dormitorios,1 baño,90 m²,2008,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",6300.0,3 dormitorios,3 baños,190 m²,2002,580.0,Apartamento,Alquiler
Apartamento en alquiler en Urb Costa Sur,"Urb Costa Sur, Provincia de Lima, Provincia de Lima ",2250.0,1 dormitorio,2 baños,58 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Urb Huertos de San Antonio,"Urb Huertos de San Antonio, Provincia de Lima, Provincia de Lima ",1950.0,3 dormitorios,2 baños,165 m²,2000,200.0,Apartamento,Alquiler
Apartamento en alquiler en Leuro,"Leuro, Provincia de Lima, Provincia de Lima ",8100.0,3 dormitorios,3 baños,1 Medio baño,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Huertos De San Antonio,"Ur. Huertos De San Antonio, Santiago de Surco, Lima, Lima ",1950.0,3 dormitorios,2 baños,170 m²,1990,200.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ",3600.0,4 dormitorios,3 baños,156 m²,2011,450.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",6600.0,3 dormitorios,2 baños,200 m²,1996,740.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Los Tulipanes,"Ur. Los Tulipanes, Miraflores, Lima, Lima ",4000.0,3 dormitorios,2 baños,121 m²,2018,280.0,Apartamento,Alquiler
Apartamento en alquiler en Urb las Gardenias Etapa 1,"Urb las Gardenias Etapa 1, Provincia de Lima, Provincia de Lima ",1200.0,1 dormitorio,1 baño,30 m²,2020,1.0,Apartamento,Alquiler
Casa en alquiler en San Ramón,"San Ramón, Tambo Grande, Piura, Piura ",2800.0,7 dormitorios,3 baños,312 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ",3300.0,3 dormitorios,2 baños,124 m²,2022,400.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Las Brisas,"Ur. Las Brisas, Chiclayo, Chiclayo, Lambayeque ",1000.0,3 dormitorios,1 baño,90 m²,2000,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ",2400.0,3 dormitorios,3 baños,86 m²,2012,300.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel,"Ur. Chacarilla Santa Cruz Zona Santa Isabel, San Isidro, Lima, Lima ",4500.0,3 dormitorios,3 baños,120 m²,2017,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",2250.0,1 dormitorio,1 baño,70 m²,2012,420.0,Apartamento,Alquiler
Apartamento en alquiler en San Felipe,"San Felipe, Provincia de Lima, Provincia de Lima ",2550.0,2 dormitorios,2 baños,75 m²,2018,304.0,Apartamento,Alquiler
Casa en alquiler en Lurin,"Lurin, Lima, Lima ",1200.0,3 dormitorios,1 baño,150 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Barranco,"Barranco, Lima, Lima ",1800.0,1 dormitorio,1 baño,60 m²,1987,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",3600.0,3 dormitorios,3 baños,110 m²,2010,380.0,Apartamento,Alquiler
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",5400.0,3 dormitorios,3 baños,114 m²,2016,550.0,Apartamento,Alquiler
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ",3300.0,2 dormitorios,3 baños,130 m²,2005,600.0,Apartamento,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",1950.0,1 dormitorio,1 baño,57 m²,2022,167.0,Apartamento,Alquiler
Apartamento en alquiler en Co. Vipol El Alamo,"Co. Vipol El Alamo, Comas, Lima, Lima ",950.0,3 dormitorios,1 baño,62 m²,2022,110.0,Apartamento,Alquiler
Casa en alquiler en Lima Polo and Hunt Club,"Lima Polo and Hunt Club, Provincia de Lima, Provincia de Lima ",6750.0,3 dormitorios,2 baños,312 m²,1997,304.0,Casa,Alquiler
Casa en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",9000.0,10 dormitorios,10 baños,250 m²,2011,304.0,Casa,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",2400.0,3 dormitorios,3 baños,91 m²,2004,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Rosa De Surco,"Ur. Santa Rosa De Surco, Santiago de Surco, Lima, Lima ",2850.0,3 dormitorios,4 baños,140 m²,2013,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ",4200.0,3 dormitorios,3 baños,200 m²,2000,630.0,Apartamento,Alquiler
Apartamento en alquiler en Pj. Hacienda Pro,"Pj. Hacienda Pro, Los Olivos, Lima, Lima ",1500.0,3 dormitorios,2 baños,77 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",2670.0,2 dormitorios,2 baños,62 m²,2023,500.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",2280.0,1 dormitorio,1 baño,45 m²,2023,304.0,Apartamento,Alquiler
Casa de playa en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",3000.0,4 dormitorios,4 baños,2 Medios baños,2008,300.0,Casa de playa,Alquiler
Apartamento en alquiler en San Juan Zona B,"San Juan Zona B, Provincia de Lima, Provincia de Lima ",1500.0,4 dormitorios,2 baños,120 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Perla,"Ur. La Perla, La Perla, Callao, Callao ",2000.0,2 dormitorios,2 baños,56 m²,2023,100.0,Apartamento,Alquiler
Apartamento en alquiler en Rimac,"Rimac, Lima, Lima ",1300.0,2 dormitorios,1 baño,51 m²,2021,160.0,Apartamento,Alquiler
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",4200.0,3 dormitorios,3 baños,175 m²,2013,650.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel B,"Ur. Chacarilla Santa Cruz Zona Santa Isabel B, San Isidro, Lima, Lima ",4950.0,3 dormitorios,2 baños,170 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Oyague,"Ur. Oyague, Magdalena del Mar, Lima, Lima ",2550.0,3 dormitorios,2 baños,76 m²,2019,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",7200.0,3 dormitorios,2 baños,332 m²,2012,1.0,Apartamento,Alquiler
Casa en alquiler en Ur. Los Cedros De Villa Etapa Xi,"Ur. Los Cedros De Villa Etapa Xi, Chorrillos, Lima, Lima ",3000.0,6 dormitorios,4 baños,90 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Uv. Mirones,"Uv. Mirones, Lima, Lima, Lima ",1690.0,2 dormitorios,2 baños,60 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",2910.0,1 dormitorio,2 baños,105 m²,2016,392.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",2910.0,1 dormitorio,2 baños,105 m²,2011,392.0,Apartamento,Alquiler
Casa en alquiler en Cayma,"Cayma, Cerro Colorado, Arequipa, Arequipa ",5250.0,5 dormitorios,9 baños,350 m²,2022,170.0,Casa,Alquiler
Apartamento en alquiler en Miraflores,"Miraflores, Arequipa, Arequipa ",3000.0,2 dormitorios,4 baños,121 m²,2022,500.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",2550.0,2 dormitorios,2 baños,85 m²,2012,700.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel B,"Ur. Chacarilla Santa Cruz Zona Santa Isabel B, San Isidro, Lima, Lima ",4950.0,3 dormitorios,2 baños,170 m²,1998,900.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Jose,"Ur. San Jose, Bellavista, Callao, Callao ",1800.0,3 dormitorios,2 baños,160 m²,2010,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",2550.0,2 dormitorios,3 baños,90 m²,2009,400.0,Apartamento,Alquiler
Casa de playa en alquiler en Ur. Punta Negra,"Ur. Punta Negra, Punta Negra, Lima, Lima ",2400.0,3 dormitorios,2 baños,120 m²,1993,304.0,Casa de playa,Alquiler
Apartamento en alquiler en Urb Santa Cruz,"Urb Santa Cruz, Provincia de Lima, Provincia de Lima ",2700.0,1 dormitorio,2 baños,105 m²,2014,560.0,Apartamento,Alquiler
Apartamento en alquiler en Armendáriz,"Armendáriz, Provincia de Lima, Provincia de Lima ",7500.0,3 dormitorios,3 baños,180 m²,2001,760.0,Apartamento,Alquiler
Apartamento en alquiler en Leuro,"Leuro, Provincia de Lima, Provincia de Lima ",4650.0,5 dormitorios,4 baños,200 m²,2022,800.0,Apartamento,Alquiler
Casa en alquiler en As. Los Zorzales,"As. Los Zorzales, Puente Piedra, Lima, Lima ",2343.0,5 dormitorios,4 baños,120 m²,2013,304.0,Casa,Alquiler
Casa en alquiler en Chaclacayo,"Chaclacayo, Lima, Lima ",1500.0,3 dormitorios,3 baños,135 m²,2022,304.0,Casa,Alquiler
Casa de playa en alquiler en Chilca,"Chilca, Huancayo, Junín ",2550.0,4 dormitorios,2 baños,2 Medios baños,2021,180.0,Casa de playa,Alquiler
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",2370.0,1 dormitorio,1 baño,45 m²,2023,304.0,Apartamento,Alquiler
Casa en alquiler en Cv. C.I.P,"Cv. C.I.P, Cayma, Arequipa, Arequipa ",7500.0,4 dormitorios,5 baños,400 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. El Rosal,"Ur. El Rosal, Miraflores, Lima, Lima ",3450.0,4 dormitorios,5 baños,165 m²,2022,400.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ",3900.0,3 dormitorios,3 baños,110 m²,2021,50.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. El Rosal,"Ur. El Rosal, Miraflores, Lima, Lima ",3450.0,4 dormitorios,5 baños,165 m²,2022,400.0,Apartamento,Alquiler
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",6000.0,3 dormitorios,3 baños,200 m²,2007,645.0,Apartamento,Alquiler
Apartamento en alquiler en As. Las Viñas De San Antonio Etapa I,"As. Las Viñas De San Antonio Etapa I, Santiago de Surco, Lima, Lima ",2175.0,3 dormitorios,3 baños,110 m²,2018,273.0,Apartamento,Alquiler
Habitación en alquiler en Urb el Carmen,"Urb el Carmen, Provincia de Lima, Provincia de Lima ",600.0,1 dormitorio,1 baño,14 m²,2000,1.0,Habitación,Alquiler
Apartamento en alquiler en Reducto,"Reducto, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",7500.0,5 dormitorios,5 baños,535 m²,1992,2.0,Apartamento,Alquiler
Apartamento en alquiler en As. Los Heraldos,"As. Los Heraldos, Santiago de Surco, Lima, Lima ",2500.0,3 dormitorios,4 baños,180 m²,2007,150.0,Apartamento,Alquiler
Apartamento en alquiler en Pj. El Carmen Alto,"Pj. El Carmen Alto, Comas, Lima, Lima ",1100.0,3 dormitorios,1 baño,65 m²,2022,100.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",2250.0,2 dormitorios,2 baños,80 m²,2023,460.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Miramar,"Ur. Miramar, San Miguel, Lima, Lima ",2250.0,3 dormitorios,2 baños,83 m²,2019,250.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. El Olivar,"Ur. El Olivar, Callao, Callao, Callao ",1000.0,2 dormitorios,1 baño,100 m²,1990,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Ignacio,"Ur. San Ignacio, Barranco, Lima, Lima ",2250.0,1 dormitorio,1 baño,50 m²,2023,200.0,Apartamento,Alquiler
Apartamento en alquiler en Urb los Girasoles de Huampani,"Urb los Girasoles de Huampani, Provincia de Lima, Provincia de Lima ",1700.0,3 dormitorios,2 baños,90 m²,2021,304.0,Apartamento,Alquiler
Apartamento en alquiler en Sullana,"Sullana, Sullana, Piura ",1300.0,1 dormitorio,1 baño,34 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",1500.0,1 dormitorio,1 baño,47 m²,2022,350.0,Apartamento,Alquiler
Apartamento en alquiler en Uv Del Rimac,"Uv Del Rimac, Rimac, Lima, Lima ",1200.0,2 dormitorios,1 baño,55 m²,2021,150.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",1650.0,1 dormitorio,1 baño,48 m²,2022,350.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",4200.0,2 dormitorios,2 baños,115 m²,2017,600.0,Apartamento,Alquiler
Casa en alquiler en Ur. Collique,"Ur. Collique, Comas, Lima, Lima ",3000.0,8 dormitorios,3 baños,54 m²,1993,304.0,Casa,Alquiler
Apartamento en alquiler en Coronel Portillo,"Coronel Portillo, Ucayali ",1300.0,2 dormitorios,2 baños,80 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Urb Confraternidad,"Urb Confraternidad, Provincia de Lima, Provincia de Lima ",5400.0,2 dormitorios,2 baños,165 m²,2005,778.0,Apartamento,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",4200.0,3 dormitorios,2 baños,140 m²,1999,650.0,Apartamento,Alquiler
Apartamento en alquiler en Lo. Huertos Del Naranjal,"Lo. Huertos Del Naranjal, San Martín de Porres, Lima, Lima ",1000.0,2 dormitorios,1 baño,65 m²,2023,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",2400.0,1 dormitorio,1 baño,58 m²,2000,450.0,Apartamento,Alquiler
Apartamento en alquiler en Chacarilla-Santa Cruz,"Chacarilla-Santa Cruz, Provincia de Lima, Provincia de Lima ",3000.0,2 dormitorios,1 baño,70 m²,2022,320.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",2970.0,2 dormitorios,2 baños,110 m²,2010,500.0,Apartamento,Alquiler
Apartamento en alquiler en San Juan Bautista,"San Juan Bautista, Maynas, Loreto ",2000.0,2 dormitorios,2 baños,84 m²,2020,304.0,Apartamento,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Provincia de Lima, Provincia de Lima ",4200.0,2 dormitorios,2 baños,1 Medio baño,2016,304.0,Apartamento,Alquiler
Casa en alquiler en Ah. Por La Union,"Ah. Por La Union, Villa María del Triunfo, Lima, Lima ",3300.0,2 dormitorios,3 baños,278 m²,2015,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ",3300.0,3 dormitorios,2 baños,130 m²,2018,450.0,Apartamento,Alquiler
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ",3600.0,2 dormitorios,3 baños,140 m²,2015,550.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",1650.0,1 dormitorio,1 baño,50 m²,1998,220.0,Apartamento,Alquiler
Apartamento en alquiler en Urb Residencial Valle Hermoso,"Urb Residencial Valle Hermoso, Provincia de Lima, Provincia de Lima ",2850.0,3 dormitorios,4 baños,110 m²,2019,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Rosa,"Ur. Santa Rosa, San Isidro, Lima, Lima ",7800.0,3 dormitorios,4 baños,244 m²,2012,960.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ",3000.0,2 dormitorios,2 baños,140 m²,2022,400.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. El Cortijo Etapa I,"Ur. El Cortijo Etapa I, Santiago de Surco, Lima, Lima ",3450.0,3 dormitorios,3 baños,145 m²,2003,150.0,Apartamento,Alquiler
Apartamento en alquiler en Castilla,"Castilla, Piura, Piura ",1400.0,3 dormitorios,2 baños,72 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Sector 3,"Sector 3, Provincia de Lima, Provincia de Lima ",1650.0,1 dormitorio,1 baño,50 m²,1997,350.0,Apartamento,Alquiler
Casa en alquiler en Arequipa,"Arequipa, Arequipa, Arequipa ",7500.0,7 dormitorios,3 baños,480 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Risso,"Ur. Risso, Lince, Lima, Lima ",2500.0,2 dormitorios,2 baños,65 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Res el Pinar,"Res el Pinar, Provincia de Lima, Provincia de Lima ",870.0,2 dormitorios,1 baño,79 m²,2022,70.0,Apartamento,Alquiler
Apartamento en alquiler en Urb las Lomas de Monterrico,"Urb las Lomas de Monterrico, Provincia de Lima, Provincia de Lima ",2850.0,3 dormitorios,3 baños,168 m²,2016,470.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Eugenio,"Ur. San Eugenio, Lince, Lima, Lima ",2500.0,2 dormitorios,2 baños,65 m²,2022,390.0,Apartamento,Alquiler
Apartamento en alquiler en La Calera De La Merced,"La Calera De La Merced, Provincia de Lima, Provincia de Lima ",1950.0,1 dormitorio,1 baño,45 m²,2022,250.0,Apartamento,Alquiler
Apartamento en alquiler en Po. Huancayo,"Po. Huancayo, Huancayo, Huancayo, Junín ",2200.0,2 dormitorios,2 baños,97 m²,2013,100.0,Apartamento,Alquiler
Apartamento en alquiler en Las Delicias,"Las Delicias, Chiclayo, Lambayeque ",1500.0,3 dormitorios,2 baños,120 m²,2001,304.0,Apartamento,Alquiler
Casa en alquiler en Bellavista,"Bellavista, Callao, Callao ",3900.0,4 dormitorios,2 baños,200 m²,1978,1.0,Casa,Alquiler
Apartamento en alquiler en Ur. Los Pinares,"Ur. Los Pinares, Los Olivos, Lima, Lima ",900.0,2 dormitorios,1 baño,80 m²,2012,1.0,Apartamento,Alquiler
Apartamento en alquiler en La Molina,"La Molina, Lima, Lima ",3600.0,3 dormitorios,2 baños,140 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Fernando,"Ur. San Fernando, La Perla, Callao, Callao ",2600.0,3 dormitorios,2 baños,120 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ate,"Ate, Lima, Lima ",1800.0,3 dormitorios,2 baños,110 m²,2014,304.0,Apartamento,Alquiler
Apartamento en alquiler en Neptuno,"Neptuno, Provincia de Lima, Provincia de Lima ",2850.0,3 dormitorios,2 baños,115 m²,2000,170.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Paulo Vi,"Ur. Paulo Vi, San Miguel, Lima, Lima ",1800.0,2 dormitorios,1 baño,90 m²,2012,1.0,Apartamento,Alquiler
Casa en alquiler en San Isidro,"San Isidro, C.H. La Angostura - I Etapa, Ica, Ica ",5400.0,11 dormitorios,4 baños,95 m²,2007,1.0,Casa,Alquiler
Casa en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",5400.0,3 dormitorios,2 baños,230 m²,2001,304.0,Casa,Alquiler
Casa en alquiler en Catacaos,"Catacaos, Piura, Piura ",780.0,2 dormitorios,1 baño,120 m²,2022,304.0,Casa,Alquiler
Casa en alquiler en Cieneguilla,"Cieneguilla, Lima, Lima ",4000.0,6 dormitorios,6 baños,"1,000 m²",2015,200.0,Casa,Alquiler
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",7800.0,4 dormitorios,5 baños,313 m²,2010,1.0,Apartamento,Alquiler
Apartamento en alquiler en Urb las Gardenias Etapa 1,"Urb las Gardenias Etapa 1, Provincia de Lima, Provincia de Lima ",1200.0,1 dormitorio,1 baño,30 m²,2020,1.0,Apartamento,Alquiler
Casa en alquiler en Ur. Las Magnolias,"Ur. Las Magnolias, San Borja, Lima, Lima ",7500.0,9 dormitorios,7 baños,416 m²,2022,304.0,Casa,Alquiler
Casa en alquiler en Piura,"Piura, Piura, Piura ",6600.0,5 dormitorios,8 baños,500 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Los Chasquis Iii Etapa,"Ur. Los Chasquis Iii Etapa, Comas, Lima, Lima ",1600.0,3 dormitorios,3 baños,84 m²,2022,200.0,Apartamento,Alquiler
Apartamento en alquiler en San Miguel de Miraflores,"San Miguel de Miraflores, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",5100.0,3 dormitorios,4 baños,240 m²,2012,700.0,Apartamento,Alquiler
Apartamento en alquiler en Piura,"Piura, Piura, Piura ",936.0,2 dormitorios,1 baño,51 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Corpac,"Ur. Corpac, San Isidro, Lima, Lima ",4200.0,2 dormitorios,2 baños,179 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",2550.0,3 dormitorios,3 baños,110 m²,2010,300.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chama,"Ur. Chama, Santiago de Surco, Lima, Lima ",2200.0,2 dormitorios,1 baño,95 m²,1998,130.0,Apartamento,Alquiler
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",6000.0,3 dormitorios,3 baños,200 m²,1993,645.0,Apartamento,Alquiler
Apartamento en alquiler en Country Club,"Country Club, Provincia de Lima, Provincia de Lima ",4050.0,2 dormitorios,2 baños,130 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",1950.0,2 dormitorios,2 baños,70 m²,2021,200.0,Apartamento,Alquiler
Apartamento en alquiler en A.h la Planicie,"A.h la Planicie, Provincia de Lima, Provincia de Lima ",7500.0,3 dormitorios,3 baños,106 m²,2011,400.0,Apartamento,Alquiler
Casa de playa en alquiler en Los Órganos,"Los Órganos, Talara, Piura ",1176.0,3 dormitorios,4 baños,134 m²,2022,304.0,Casa de playa,Alquiler
Apartamento en alquiler en Arenales,"Arenales, Arequipa, Arequipa ",1600.0,1 dormitorio,1 baño,38 m²,2018,130.0,Apartamento,Alquiler
Casa en alquiler en Miraflores,"Miraflores, Miraflores, Arequipa, Arequipa ",4917.0,8 dormitorios,4 baños,272 m²,1983,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. La Virreyna,"Ur. La Virreyna, Santiago de Surco, Lima, Lima ",2300.0,2 dormitorios,3 baños,110 m²,2007,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",3000.0,6 dormitorios,2 baños,120 m²,1960,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Campo De Polo,"Ur. Campo De Polo, Magdalena del Mar, Lima, Lima ",3900.0,3 dormitorios,3 baños,100 m²,2009,304.0,Apartamento,Alquiler
Casa en alquiler en Ur. Los Bungalows,"Ur. Los Bungalows, San Bartolo, Lima, Lima ",6000.0,4 dormitorios,3 baños,360 m²,2007,304.0,Casa,Alquiler
Apartamento en alquiler en Carabayllo,"Carabayllo, Lima, Lima ",880.0,3 dormitorios,1 baño,55 m²,2020,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Maranga Etapa V,"Ur. Maranga Etapa V, San Miguel, Lima, Lima ",2700.0,3 dormitorios,2 baños,140 m²,2005,220.0,Apartamento,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",4608.0,4 dormitorios,4 baños,180 m²,2007,450.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",7500.0,3 dormitorios,3 baños,100 m²,2018,1.0,Apartamento,Alquiler
Habitación en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",130.0,1 dormitorio,1 baño,12 m²,2,304.0,Habitación,Alquiler
Casa en alquiler en Ur. San Miguel,"Ur. San Miguel, San Miguel, Lima, Lima ",4400.0,4 dormitorios,3 baños,160 m²,2007,10.0,Casa,Alquiler
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",1490.0,1 dormitorio,1 baño,44 m²,2017,250.0,Apartamento,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",4071.0,3 dormitorios,4 baños,105 m²,2018,380.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",3769.0,2 dormitorios,2 baños,65 m²,2021,330.0,Apartamento,Alquiler
Apartamento en alquiler en Chacarilla-Santa Cruz,"Chacarilla-Santa Cruz, Urb Santa Cruz, Provincia de Lima, Provincia de Lima ",6900.0,3 dormitorios,2 baños,1 Medio baño,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",3400.0,3 dormitorios,3 baños,91 m²,2022,240.0,Apartamento,Alquiler
